TOTAL,SNA,MONTH,COUNTY,SSI,ADC,YEAR,PLAN NAME,NYSoH
2430,645,AUGUST,Yates,253,1532,2014,Excellus Health Plan,
25,7,AUGUST,Yates,3,15,2014,NYS Catholic Health Plan,
28165,5334,AUGUST,Albany,2701,10136,2015,Capital District Physicians Health Plan,9994
719,15,AUGUST,Albany,12,30,2015,MVP Health Plan,662
11026,2249,AUGUST,Albany,793,3393,2015,NYS Catholic Health Plan,4591
842,63,AUGUST,Albany,46,115,2015,United Healthcare Plan of NY,618
2454,395,AUGUST,Albany,249,703,2015,Wellcare of New York,1107
2078,720,AUGUST,Allegany,309,1042,2015,HealthNow,7
2313,331,AUGUST,Allegany,108,528,2015,NYS Catholic Health Plan,1346
2798,681,AUGUST,Allegany,210,1012,2015,Univera Community Health,895
983,79,AUGUST,Broome,63,107,2015,Capital District Physicians Health Plan,734
25942,6870,AUGUST,Broome,3023,11046,2015,Excellus Health Plan,5003
7611,1482,AUGUST,Broome,881,2554,2015,NYS Catholic Health Plan,2694
1469,191,AUGUST,Broome,157,310,2015,United Healthcare Plan of NY,811
3056,983,AUGUST,Cattaraugus,587,1460,2015,HealthNow,26
6529,1260,AUGUST,Cattaraugus,420,1856,2015,NYS Catholic Health Plan,2993
4111,868,AUGUST,Cattaraugus,280,998,2015,Univera Community Health,1965
9864,2281,AUGUST,Cayuga,715,3536,2015,NYS Catholic Health Plan,3332
2399,642,AUGUST,Cayuga,218,869,2015,United Healthcare Plan of NY,670
3049,1070,AUGUST,Chautauqua,556,1404,2015,HealthNow,19
22447,5344,AUGUST,Chautauqua,2004,9354,2015,NYS Catholic Health Plan,5745
433,43,AUGUST,Chautauqua,6,37,2015,United Healthcare Plan of NY,347
1627,461,AUGUST,Chautauqua,203,307,2015,Univera Community Health,656
13837,3108,AUGUST,Chemung,1525,4904,2015,NYS Catholic Health Plan,4300
2257,457,AUGUST,Chemung,262,647,2015,United Healthcare Plan of NY,891
7425,1649,AUGUST,Chenango,593,2443,2015,NYS Catholic Health Plan,2740
1220,281,AUGUST,Chenango,164,312,2015,United Healthcare Plan of NY,463
11085,2772,AUGUST,Clinton,1223,3956,2015,NYS Catholic Health Plan,3134
1279,272,AUGUST,Clinton,149,320,2015,United Healthcare Plan of NY,538
5057,922,AUGUST,Columbia,501,1628,2015,Capital District Physicians Health Plan,2006
4356,1003,AUGUST,Columbia,254,1492,2015,NYS Catholic Health Plan,1607
199,16,AUGUST,Columbia,3,26,2015,United Healthcare Plan of NY,154
6410,1412,AUGUST,Cortland,481,2491,2015,NYS Catholic Health Plan,2026
1581,373,AUGUST,Cortland,171,669,2015,Today's Options,368
7017,1554,AUGUST,Delaware,261,2544,2015,NYS Catholic Health Plan,2658
19286,3730,AUGUST,Dutchess,1726,6890,2015,Hudson Health Plan,6940
13532,2135,AUGUST,Dutchess,863,3137,2015,NYS Catholic Health Plan,7397
3862,572,AUGUST,Dutchess,304,1294,2015,Wellcare of New York,1692
18212,5919,AUGUST,Erie,2609,9527,2015,HealthNow,157
59787,11520,AUGUST,Erie,5702,21770,2015,Independent Health Association,20795
48534,9033,AUGUST,Erie,3990,17546,2015,NYS Catholic Health Plan,17965
42054,11364,AUGUST,Erie,4025,16909,2015,Univera Community Health,9756
2241,277,AUGUST,Erie,88,491,2015,Wellcare of New York,1385
4973,1143,AUGUST,Essex,359,1508,2015,NYS Catholic Health Plan,1963
272,31,AUGUST,Essex,17,44,2015,United Healthcare Plan of NY,180
7693,1750,AUGUST,Franklin,540,2628,2015,NYS Catholic Health Plan,2775
1686,377,AUGUST,Fulton,211,508,2015,Capital District Physicians Health Plan,590
8965,2062,AUGUST,Fulton,868,2775,2015,NYS Catholic Health Plan,3260
68,11,AUGUST,Fulton,7,17,2015,United Healthcare Plan of NY,33
4080,798,AUGUST,Genesee,393,1427,2015,MVP Health Plan,1462
3441,600,AUGUST,Genesee,191,1129,2015,NYS Catholic Health Plan,1521
252,27,AUGUST,Genesee,20,50,2015,United Healthcare Plan of NY,155
4155,800,AUGUST,Greene,427,1302,2015,Capital District Physicians Health Plan,1626
3830,881,AUGUST,Greene,342,1131,2015,NYS Catholic Health Plan,1476
612,139,AUGUST,Hamilton,15,184,2015,NYS Catholic Health Plan,274
2162,509,AUGUST,Herkimer,188,705,2015,Excellus Health Plan,760
9903,2353,AUGUST,Herkimer,671,3484,2015,NYS Catholic Health Plan,3395
33,13,AUGUST,Herkimer,11,9,2015,United Healthcare Plan of NY,0
464,13,AUGUST,Jefferson,10,41,2015,MVP Health Plan,400
796,96,AUGUST,Jefferson,49,112,2015,NYS Catholic Health Plan,539
16070,4122,AUGUST,Jefferson,1057,6029,2015,United Healthcare Plan of NY,4862
3079,693,AUGUST,Lewis,194,1053,2015,NYS Catholic Health Plan,1139
1285,244,AUGUST,Lewis,111,395,2015,United Healthcare Plan of NY,535
5067,1280,AUGUST,Livingston,458,2191,2015,Excellus Health Plan,1138
1637,298,AUGUST,Livingston,173,596,2015,MVP Health Plan,570
1434,263,AUGUST,Livingston,58,435,2015,NYS Catholic Health Plan,678
7457,1769,AUGUST,Madison,490,2776,2015,NYS Catholic Health Plan,2422
2097,630,AUGUST,Madison,150,732,2015,United Healthcare Plan of NY,585
98196,20705,AUGUST,Monroe,10217,41778,2015,Excellus Health Plan,25496
20995,3167,AUGUST,Monroe,2496,7790,2015,MVP Health Plan,7542
18251,4378,AUGUST,Monroe,2268,6690,2015,NYS Catholic Health Plan,4915
3651,644,AUGUST,Monroe,264,826,2015,United Healthcare Plan of NY,1917
3875,823,AUGUST,Montgomery,377,1586,2015,Capital District Physicians Health Plan,1089
7137,1542,AUGUST,Montgomery,603,2744,2015,NYS Catholic Health Plan,2248
21334,4917,AUGUST,Nassau,1291,10067,2015,Affinity Health Plan,5059
17857,3934,AUGUST,Nassau,1083,6768,2015,Amerigroup,6072
39253,7540,AUGUST,Nassau,1993,14400,2015,HealthFirst PHSP,15320
25399,6277,AUGUST,Nassau,2630,9630,2015,HIP of Greater New York,6862
40924,8404,AUGUST,Nassau,2254,17972,2015,NYS Catholic Health Plan,12294
46601,9350,AUGUST,Nassau,2517,16423,2015,United Healthcare Plan of NY,18311
15279,3058,AUGUST,Niagara,1673,5445,2015,Independent Health Association,5103
21157,5141,AUGUST,Niagara,1594,8042,2015,NYS Catholic Health Plan,6380
1099,242,AUGUST,Niagara,74,174,2015,United Healthcare Plan of NY,609
9200,2198,AUGUST,Oneida,860,3548,2015,Excellus Health Plan,2594
36016,7594,AUGUST,Oneida,3401,16135,2015,NYS Catholic Health Plan,8886
4703,1110,AUGUST,Oneida,541,1967,2015,United Healthcare Plan of NY,1085
37661,6792,AUGUST,Onondaga,2721,12597,2015,NYS Catholic Health Plan,15551
31311,6638,AUGUST,Onondaga,4246,14036,2015,Today's Options,6391
14746,3168,AUGUST,Onondaga,1340,5154,2015,United Healthcare Plan of NY,5084
11573,2359,AUGUST,Ontario,898,4391,2015,Excellus Health Plan,3925
1373,164,AUGUST,Ontario,102,297,2015,MVP Health Plan,810
787,133,AUGUST,Ontario,51,146,2015,NYS Catholic Health Plan,457
205,5,AUGUST,Ontario,4,8,2015,United Healthcare Plan of NY,188
18991,3497,AUGUST,Orange,1323,8105,2015,Affinity Health Plan,6066
21570,4029,AUGUST,Orange,1551,7889,2015,Hudson Health Plan,8101
27334,5834,AUGUST,Orange,792,14439,2015,NYS Catholic Health Plan,6269
1775,232,AUGUST,Orange,79,292,2015,United Healthcare Plan of NY,1172
2095,462,AUGUST,Orange,224,799,2015,Wellcare of New York,610
3243,672,AUGUST,Orleans,226,1222,2015,Excellus Health Plan,1123
971,334,AUGUST,Orleans,122,507,2015,HealthNow,8
3579,814,AUGUST,Orleans,181,1282,2015,NYS Catholic Health Plan,1302
18203,3850,AUGUST,Oswego,1436,7041,2015,NYS Catholic Health Plan,5876
6922,1741,AUGUST,Oswego,677,2670,2015,United Healthcare Plan of NY,1834
4018,970,AUGUST,Otsego,320,1365,2015,Excellus Health Plan,1363
4840,943,AUGUST,Otsego,298,1156,2015,NYS Catholic Health Plan,2443
851,47,AUGUST,Putnam,46,90,2015,Amerigroup,668
6674,945,AUGUST,Putnam,341,1946,2015,NYS Catholic Health Plan,3442
17072,2935,AUGUST,Rensselaer,1898,7130,2015,Capital District Physicians Health Plan,5109
413,13,AUGUST,Rensselaer,13,37,2015,MVP Health Plan,350
5871,1107,AUGUST,Rensselaer,526,2221,2015,NYS Catholic Health Plan,2017
285,29,AUGUST,Rensselaer,17,63,2015,United Healthcare Plan of NY,176
1004,167,AUGUST,Rensselaer,116,300,2015,Wellcare of New York,421
5461,1312,AUGUST,Rockland,417,1907,2015,Affinity Health Plan,1825
14459,2585,AUGUST,Rockland,601,6662,2015,Hudson Health Plan,4611
54639,12549,AUGUST,Rockland,1036,28078,2015,NYS Catholic Health Plan,12976
2853,265,AUGUST,Rockland,66,242,2015,United Healthcare Plan of NY,2280
2066,338,AUGUST,Rockland,101,1132,2015,Wellcare of New York,495
13492,3474,AUGUST,St Lawrence,1062,5063,2015,NYS Catholic Health Plan,3893
5010,1345,AUGUST,St Lawrence,450,1751,2015,United Healthcare Plan of NY,1464
13376,3267,AUGUST,Saratoga,1022,3986,2015,Capital District Physicians Health Plan,5101
684,1,AUGUST,Saratoga,3,0,2015,MVP Health Plan,680
7417,2020,AUGUST,Saratoga,375,2068,2015,NYS Catholic Health Plan,2954
15395,2586,AUGUST,Schenectady,1903,5581,2015,Capital District Physicians Health Plan,5325
701,28,AUGUST,Schenectady,23,73,2015,MVP Health Plan,577
16006,2835,AUGUST,Schenectady,1423,5234,2015,NYS Catholic Health Plan,6514
3043,679,AUGUST,Schoharie,179,1059,2015,Capital District Physicians Health Plan,1126
1842,509,AUGUST,Schoharie,104,630,2015,NYS Catholic Health Plan,599
2987,638,AUGUST,Schuyler,165,982,2015,NYS Catholic Health Plan,1202
4276,1004,AUGUST,Seneca,411,1689,2015,Excellus Health Plan,1172
510,53,AUGUST,Seneca,14,112,2015,NYS Catholic Health Plan,331
186,57,AUGUST,Seneca,17,53,2015,United Healthcare Plan of NY,59
16262,3488,AUGUST,Steuben,1363,5355,2015,NYS Catholic Health Plan,6056
28282,5385,AUGUST,Suffolk,1372,10472,2015,Affinity Health Plan,11053
62987,9741,AUGUST,Suffolk,3345,25535,2015,HealthFirst PHSP,24366
26526,6649,AUGUST,Suffolk,2087,7674,2015,HIP of Greater New York,10116
45228,8927,AUGUST,Suffolk,2428,15251,2015,NYS Catholic Health Plan,18622
56129,11971,AUGUST,Suffolk,2749,15377,2015,United Healthcare Plan of NY,26032
12495,2477,AUGUST,Sullivan,977,4621,2015,Hudson Health Plan,4420
5318,1052,AUGUST,Sullivan,314,1771,2015,NYS Catholic Health Plan,2181
1815,517,AUGUST,Tioga,125,699,2015,Capital District Physicians Health Plan,474
5195,965,AUGUST,Tioga,312,1699,2015,NYS Catholic Health Plan,2219
691,80,AUGUST,Tioga,41,95,2015,United Healthcare Plan of NY,475
4949,916,AUGUST,Tompkins,290,1224,2015,NYS Catholic Health Plan,2519
5584,1404,AUGUST,Tompkins,490,2450,2015,Today's Options,1240
15664,3463,AUGUST,Ulster,1205,5112,2015,Hudson Health Plan,5884
9825,1570,AUGUST,Ulster,616,3308,2015,NYS Catholic Health Plan,4331
1220,128,AUGUST,Ulster,38,172,2015,United Healthcare Plan of NY,882
3143,729,AUGUST,Ulster,387,1259,2015,Wellcare of New York,768
460,24,AUGUST,Warren,11,19,2015,MVP Health Plan,406
7669,1723,AUGUST,Warren,541,2627,2015,NYS Catholic Health Plan,2778
883,208,AUGUST,Warren,82,218,2015,United Healthcare Plan of NY,375
4256,734,AUGUST,Washington,342,1219,2015,Capital District Physicians Health Plan,1961
6639,1250,AUGUST,Washington,445,2175,2015,NYS Catholic Health Plan,2769
12430,2474,AUGUST,Wayne,1037,3999,2015,Excellus Health Plan,4920
2123,327,AUGUST,Wayne,192,514,2015,NYS Catholic Health Plan,1090
251,18,AUGUST,Wayne,16,22,2015,United Healthcare Plan of NY,195
20784,4628,AUGUST,Westchester,1521,6922,2015,Affinity Health Plan,7713
12176,2642,AUGUST,Westchester,1164,3392,2015,HIP of Greater New York,4978
70949,13536,AUGUST,Westchester,4196,31751,2015,Hudson Health Plan,21466
35251,7330,AUGUST,Westchester,1867,9508,2015,NYS Catholic Health Plan,16546
7222,757,AUGUST,Westchester,302,688,2015,United Healthcare Plan of NY,5475
1469,538,AUGUST,Wyoming,82,838,2015,HealthNow,11
3392,423,AUGUST,Wyoming,74,703,2015,NYS Catholic Health Plan,2192
3597,781,AUGUST,Yates,239,1090,2015,Excellus Health Plan,1487
371,33,AUGUST,Yates,16,46,2015,NYS Catholic Health Plan,276
21524,3326,SEPTEMBER,Albany,2738,15460,2013,Capital District Physicians Health Plan,
8279,1634,SEPTEMBER,Albany,739,5906,2013,NYS Catholic Health Plan,
1776,353,SEPTEMBER,Albany,253,1170,2013,Wellcare of New York,
2988,467,SEPTEMBER,Allegany,379,2142,2013,HealthNow,
440,93,SEPTEMBER,Allegany,36,311,2013,NYS Catholic Health Plan,
1918,273,SEPTEMBER,Allegany,179,1466,2013,Univera Community Health,
276,19,SEPTEMBER,Broome,71,186,2013,Capital District Physicians Health Plan,
22165,3622,SEPTEMBER,Broome,3045,15498,2013,Excellus Health Plan,
4024,564,SEPTEMBER,Broome,745,2715,2013,NYS Catholic Health Plan,
389,99,SEPTEMBER,Broome,83,207,2013,United Healthcare Plan of NY,
4374,579,SEPTEMBER,Cattaraugus,756,3039,2013,HealthNow,
3171,414,SEPTEMBER,Cattaraugus,330,2427,2013,NYS Catholic Health Plan,
1938,325,SEPTEMBER,Cattaraugus,217,1396,2013,Univera Community Health,
3198,515,SEPTEMBER,Cayuga,273,2410,2013,Excellus Health Plan,
4807,707,SEPTEMBER,Cayuga,472,3628,2013,NYS Catholic Health Plan,
1060,179,SEPTEMBER,Cayuga,135,746,2013,United Healthcare Plan of NY,
4019,654,SEPTEMBER,Chautauqua,673,2692,2013,HealthNow,
15969,2431,SEPTEMBER,Chautauqua,1906,11632,2013,NYS Catholic Health Plan,
1039,304,SEPTEMBER,Chautauqua,190,545,2013,Univera Community Health,
7000,848,SEPTEMBER,Chemung,931,5221,2013,Excellus Health Plan,
5765,850,SEPTEMBER,Chemung,857,4058,2013,NYS Catholic Health Plan,
5372,714,SEPTEMBER,Chenango,482,4176,2013,NYS Catholic Health Plan,
948,167,SEPTEMBER,Chenango,144,637,2013,United Healthcare Plan of NY,
8755,1307,SEPTEMBER,Clinton,969,6479,2013,NYS Catholic Health Plan,
933,218,SEPTEMBER,Clinton,150,565,2013,United Healthcare Plan of NY,
3507,573,SEPTEMBER,Columbia,512,2422,2013,Capital District Physicians Health Plan,
2865,486,SEPTEMBER,Columbia,252,2127,2013,NYS Catholic Health Plan,
4845,698,SEPTEMBER,Cortland,458,3689,2013,NYS Catholic Health Plan,
1601,235,SEPTEMBER,Cortland,171,1195,2013,SCHC Total Care,
4789,920,SEPTEMBER,Delaware,182,3687,2013,NYS Catholic Health Plan,
8012,1148,SEPTEMBER,Dutchess,968,5896,2013,Hudson Health Plan,
6921,1172,SEPTEMBER,Dutchess,840,4909,2013,MVP Health Plan,
5773,1113,SEPTEMBER,Dutchess,643,4017,2013,NYS Catholic Health Plan,
2322,307,SEPTEMBER,Dutchess,280,1735,2013,Wellcare of New York,
23015,4242,SEPTEMBER,Erie,3060,15713,2013,HealthNow,
37059,6036,SEPTEMBER,Erie,5507,25516,2013,Independent Health Association,
29706,4940,SEPTEMBER,Erie,3624,21142,2013,NYS Catholic Health Plan,
33612,5942,SEPTEMBER,Erie,3792,23878,2013,Univera Community Health,
3382,538,SEPTEMBER,Essex,300,2544,2013,NYS Catholic Health Plan,
5047,908,SEPTEMBER,Franklin,190,3949,2013,NYS Catholic Health Plan,
1265,187,SEPTEMBER,Fulton,212,866,2013,Capital District Physicians Health Plan,
6777,1029,SEPTEMBER,Fulton,797,4951,2013,NYS Catholic Health Plan,
18,7,SEPTEMBER,Fulton,3,8,2013,United Healthcare Plan of NY,
3334,398,SEPTEMBER,Genesee,421,2515,2013,MVP Health Plan,
2023,328,SEPTEMBER,Genesee,152,1543,2013,NYS Catholic Health Plan,
2967,446,SEPTEMBER,Greene,441,2080,2013,Capital District Physicians Health Plan,
2836,545,SEPTEMBER,Greene,304,1987,2013,NYS Catholic Health Plan,
364,68,SEPTEMBER,Hamilton,8,288,2013,NYS Catholic Health Plan,
1560,252,SEPTEMBER,Herkimer,211,1097,2013,Excellus Health Plan,
6759,1041,SEPTEMBER,Herkimer,615,5103,2013,NYS Catholic Health Plan,
55,6,SEPTEMBER,Herkimer,10,39,2013,United Healthcare Plan of NY,
9876,1375,SEPTEMBER,Jefferson,589,7912,2013,Excellus Health Plan,
2516,440,SEPTEMBER,Jefferson,205,1871,2013,United Healthcare Plan of NY,
2225,244,SEPTEMBER,Lewis,228,1753,2013,Excellus Health Plan,
831,117,SEPTEMBER,Lewis,90,624,2013,NYS Catholic Health Plan,
4234,636,SEPTEMBER,Livingston,453,3145,2013,Excellus Health Plan,
1097,152,SEPTEMBER,Livingston,177,768,2013,MVP Health Plan,
763,185,SEPTEMBER,Livingston,33,545,2013,NYS Catholic Health Plan,
3896,577,SEPTEMBER,Madison,345,2974,2013,Excellus Health Plan,
2556,380,SEPTEMBER,Madison,226,1950,2013,NYS Catholic Health Plan,
722,133,SEPTEMBER,Madison,70,519,2013,United Healthcare Plan of NY,
72736,10604,SEPTEMBER,Monroe,9747,52385,2013,Excellus Health Plan,
13153,1441,SEPTEMBER,Monroe,2337,9375,2013,MVP Health Plan,
17567,4766,SEPTEMBER,Monroe,2355,10446,2013,NYS Catholic Health Plan,
59,22,SEPTEMBER,Monroe,4,33,2013,United Healthcare Plan of NY,
3186,378,SEPTEMBER,Montgomery,399,2409,2013,Capital District Physicians Health Plan,
5377,761,SEPTEMBER,Montgomery,558,4058,2013,NYS Catholic Health Plan,
15401,2787,SEPTEMBER,Nassau,1241,11373,2013,Affinity Health Plan,
10753,2621,SEPTEMBER,Nassau,960,7172,2013,Amerigroup,
22058,4198,SEPTEMBER,Nassau,1647,16213,2013,HealthFirst PHSP,
18501,4492,SEPTEMBER,Nassau,2604,11405,2013,HIP of Greater New York,
24034,4312,SEPTEMBER,Nassau,1881,17841,2013,NYS Catholic Health Plan,
25916,5404,SEPTEMBER,Nassau,2219,18293,2013,United Healthcare Plan of NY,
12768,2395,SEPTEMBER,Niagara,1902,8471,2013,Independent Health Association,
14104,2400,SEPTEMBER,Niagara,1392,10312,2013,NYS Catholic Health Plan,
7339,1219,SEPTEMBER,Oneida,928,5192,2013,Excellus Health Plan,
25623,3272,SEPTEMBER,Oneida,3248,19103,2013,NYS Catholic Health Plan,
4100,703,SEPTEMBER,Oneida,541,2856,2013,United Healthcare Plan of NY,
11207,1607,SEPTEMBER,Onondaga,1239,8361,2013,Excellus Health Plan,
16942,2273,SEPTEMBER,Onondaga,1921,12748,2013,NYS Catholic Health Plan,
24454,3267,SEPTEMBER,Onondaga,3950,17237,2013,SCHC Total Care,
7673,1156,SEPTEMBER,Onondaga,1010,5507,2013,United Healthcare Plan of NY,
8452,1059,SEPTEMBER,Ontario,897,6496,2013,Excellus Health Plan,
603,61,SEPTEMBER,Ontario,111,431,2013,MVP Health Plan,
225,53,SEPTEMBER,Ontario,26,146,2013,NYS Catholic Health Plan,
15540,1996,SEPTEMBER,Orange,1465,12079,2013,Affinity Health Plan,
13801,1939,SEPTEMBER,Orange,1488,10374,2013,Hudson Health Plan,
19512,959,SEPTEMBER,Orange,735,17818,2013,NYS Catholic Health Plan,
451,141,SEPTEMBER,Orange,32,278,2013,United Healthcare Plan of NY,
1757,310,SEPTEMBER,Orange,238,1209,2013,Wellcare of New York,
2089,308,SEPTEMBER,Orleans,215,1566,2013,Excellus Health Plan,
1146,211,SEPTEMBER,Orleans,137,798,2013,HealthNow,
2264,427,SEPTEMBER,Orleans,164,1673,2013,NYS Catholic Health Plan,
4167,706,SEPTEMBER,Oswego,538,2923,2013,Excellus Health Plan,
10449,1403,SEPTEMBER,Oswego,1036,8010,2013,NYS Catholic Health Plan,
4850,714,SEPTEMBER,Oswego,541,3595,2013,United Healthcare Plan of NY,
3250,469,SEPTEMBER,Otsego,359,2422,2013,Excellus Health Plan,
2593,461,SEPTEMBER,Otsego,256,1876,2013,NYS Catholic Health Plan,
114,28,SEPTEMBER,Putnam,42,44,2013,Amerigroup,
3294,528,SEPTEMBER,Putnam,335,2431,2013,NYS Catholic Health Plan,
13439,2127,SEPTEMBER,Rensselaer,1822,9490,2013,Capital District Physicians Health Plan,
4455,773,SEPTEMBER,Rensselaer,515,3167,2013,NYS Catholic Health Plan,
30,13,SEPTEMBER,Rensselaer,4,13,2013,United Healthcare Plan of NY,
753,122,SEPTEMBER,Rensselaer,115,516,2013,Wellcare of New York,
5233,1071,SEPTEMBER,Rockland,546,3616,2013,Affinity Health Plan,
10017,1096,SEPTEMBER,Rockland,564,8357,2013,Hudson Health Plan,
39480,2342,SEPTEMBER,Rockland,1093,36045,2013,NYS Catholic Health Plan,
583,215,SEPTEMBER,Rockland,33,335,2013,United Healthcare Plan of NY,
2356,212,SEPTEMBER,Rockland,117,2027,2013,Wellcare of New York,
10574,1566,SEPTEMBER,St Lawrence,743,8265,2013,Excellus Health Plan,
2222,422,SEPTEMBER,St Lawrence,213,1587,2013,NYS Catholic Health Plan,
9396,1546,SEPTEMBER,Saratoga,1096,6754,2013,Capital District Physicians Health Plan,
4842,764,SEPTEMBER,Saratoga,345,3733,2013,NYS Catholic Health Plan,
11255,1381,SEPTEMBER,Schenectady,1849,8025,2013,Capital District Physicians Health Plan,
10825,1694,SEPTEMBER,Schenectady,1208,7923,2013,NYS Catholic Health Plan,
1902,345,SEPTEMBER,Schoharie,177,1380,2013,Capital District Physicians Health Plan,
1316,214,SEPTEMBER,Schoharie,99,1003,2013,NYS Catholic Health Plan,
1422,243,SEPTEMBER,Schuyler,68,1111,2013,Excellus Health Plan,
760,169,SEPTEMBER,Schuyler,64,527,2013,NYS Catholic Health Plan,
3691,484,SEPTEMBER,Seneca,434,2773,2013,Excellus Health Plan,
6019,906,SEPTEMBER,Steuben,606,4507,2013,Excellus Health Plan,
5097,700,SEPTEMBER,Steuben,558,3839,2013,NYS Catholic Health Plan,
19903,2954,SEPTEMBER,Suffolk,1444,15505,2013,Affinity Health Plan,
40798,4965,SEPTEMBER,Suffolk,3423,32410,2013,HealthFirst PHSP,
18397,4474,SEPTEMBER,Suffolk,2241,11682,2013,HIP of Greater New York,
26867,4727,SEPTEMBER,Suffolk,2190,19950,2013,NYS Catholic Health Plan,
31490,6725,SEPTEMBER,Suffolk,2629,22136,2013,United Healthcare Plan of NY,
9046,1153,SEPTEMBER,Sullivan,988,6905,2013,Hudson Health Plan,
3293,440,SEPTEMBER,Sullivan,300,2553,2013,NYS Catholic Health Plan,
1663,210,SEPTEMBER,Tioga,128,1325,2013,Capital District Physicians Health Plan,
3325,379,SEPTEMBER,Tioga,222,2724,2013,NYS Catholic Health Plan,
312,60,SEPTEMBER,Tioga,36,216,2013,United Healthcare Plan of NY,
